source_file,poet,poem_title,reason
Gedichte.qdcg.0.xml,"Hofmannsthal, Hugo von",Bedingung,Too few verse lines (2)
Gedichte.qdcg.0.xml,"Hofmannsthal, Hugo von",Verwandlung,Dramatic content (<sp>/<speaker>)
Gedichte.qdcg.0.xml,"Hofmannsthal, Hugo von",Gesellschaft,Dramatic content (<sp>/<speaker>)
Gedichte.qdcg.0.xml,"Hofmannsthal, Hugo von",Der Jüngling und die Spinne,Dramatic content (<sp>/<speaker>)
Gedichte.qdcg.0.xml,"Hofmannsthal, Hugo von",Idylle,Dramatic content (<sp>/<speaker>)
Gedichte.vqts.0.xml,"Stadler, Ernst",Freundinnen. Ein Spiel,Dramatic content (<sp>/<speaker>)
Erstes_Buch.vt5t.0.xml,"Storm, Theodor","2. [Die Sense rauscht, die Ähre fällt]",Too few verse lines (3)
Erstes_Buch.vt5t.0.xml,"Storm, Theodor",4. [Da diese Augen nun in Staub vergehen],Too few verse lines (2)
Erstes_Buch.vt5t.0.xml,"Storm, Theodor",Notgedrungener Prolog,Dramatic content (<sp>/<speaker>)
Erstes_Buch.vt5t.0.xml,"Storm, Theodor",Lyrische Form,Dramatic content (<sp>/<speaker>)
Sebastian_im_Traum.wfhg.0.xml,"Trakl, Georg",Verwandlung des Bösen,Too few verse lines (0)
Sebastian_im_Traum.wfhg.0.xml,"Trakl, Georg",Winternacht,Too few verse lines (0)
Sebastian_im_Traum.wfhg.0.xml,"Trakl, Georg",Traum und Umnachtung,Too few verse lines (0)
Gedichte.x381.0.xml,"Wedekind, Frank",Zwiegespräch,Dramatic content (<sp>/<speaker>)
Gedichte.x381.0.xml,"Wedekind, Frank",Zwiegesang,Dramatic content (<sp>/<speaker>)
