poem_id,poet,poem_title,collection_title,collection_pub_year,collection_pub_year_uncertain,collection_pub_year_note,source_file,tei_id,total_verse_lines,stanza_pattern,lines_used_for_metrics,model,mean_token_surprisal,mean_token_entropy,s2,n_tokens_used,compute_error
1289,"Mörike, Eduard",Verzicht,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg201.shmw.0,10,10,10,dbmdz/german-gpt2,7.0476,6.4481,0.5995,150,
1290,"Mörike, Eduard",Zwei dichterischen Schwestern,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg204.shsc.0,14,4/4/3/3,12,dbmdz/german-gpt2,7.855,6.9607,0.8943,155,
1291,"Mörike, Eduard",auf Ober-Mönsheim,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg205.shw9.0,6,6,6,dbmdz/german-gpt2,7.007,6.2627,0.7443,96,
1292,"Mörike, Eduard",An J.G. Fischer,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg207.shfq.0,4,4,4,dbmdz/german-gpt2,8.438,6.9831,1.4549,56,
1293,"Mörike, Eduard",Auf die Nürtinger Schule,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg208.sj2t.0,4,4,4,dbmdz/german-gpt2,8.141,6.9035,1.2375,56,
1294,"Mörike, Eduard","An Frau Luise Walther, geb. v. Breitschwert",Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg210.shpb.0,15,4/7/4,12,dbmdz/german-gpt2,6.1034,6.1526,-0.0491,146,
1295,"Mörike, Eduard",Der Frau Generalin v. Varnbüler,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg211.shfn.0,29,4/7/5/13,12,dbmdz/german-gpt2,6.3164,6.4332,-0.1168,134,
1296,"Mörike, Eduard",An Fräulein Elise v. Grävenitz,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg212.sh9d.0,20,4/16,12,dbmdz/german-gpt2,6.3478,5.9142,0.4336,108,
1297,"Mörike, Eduard",An Eduard Weigelin bisher Professor am Katharinenstift,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg213.shx8.0,9,9,9,dbmdz/german-gpt2,7.0861,6.2292,0.8569,127,
1298,"Mörike, Eduard",An Lottchen Krehl,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg214.shgt.0,12,4,12,dbmdz/german-gpt2,6.2145,5.9226,0.292,122,
1299,"Mörike, Eduard",Wanderlied,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg215.shh4.0,17,11/6,12,dbmdz/german-gpt2,7.2693,6.4111,0.8582,97,
1300,"Mörike, Eduard",Zitronenfalter im April,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg216.shdj.0,10,10,10,dbmdz/german-gpt2,6.0545,6.2985,-0.2441,82,
1301,"Mörike, Eduard",Auf einem Kirchturm,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg217.sh7v.0,7,7,7,dbmdz/german-gpt2,6.725,6.6193,0.1056,51,
1302,"Mörike, Eduard",Zum Neujahr,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg218.shdt.0,9,9,9,dbmdz/german-gpt2,6.5216,6.2862,0.2354,82,
1303,"Mörike, Eduard",An meinen Vetter,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg219.shrx.0,37,32/5,12,dbmdz/german-gpt2,7.0166,6.5478,0.4688,88,
1304,"Mörike, Eduard",An denselben,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg220.shmr.0,38,34/4,12,dbmdz/german-gpt2,6.2345,6.5894,-0.3549,96,
1305,"Mörike, Eduard",Der Petrefaktensammler,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg221.sj10.0,49,37/12,12,dbmdz/german-gpt2,6.6163,6.5855,0.0308,106,
1306,"Mörike, Eduard",Auf ein Kind,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg222.sh5q.0,8,8,8,dbmdz/german-gpt2,7.3665,6.6803,0.6862,71,
1307,"Mörike, Eduard",An Philomele,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg223.shj4.0,12,4,12,dbmdz/german-gpt2,6.8034,6.1454,0.658,140,
1308,"Mörike, Eduard",An einen Liebenden,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg224.shwf.0,20,4,12,dbmdz/german-gpt2,7.0206,6.3158,0.7048,145,
1309,"Mörike, Eduard",Schul-Schmäcklein,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg226.shzp.0,5,5,5,dbmdz/german-gpt2,6.5693,6.4007,0.1685,41,
1310,"Mörike, Eduard",An –,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg227.shz5.0,4,4,4,dbmdz/german-gpt2,7.2077,6.0939,1.1139,50,
1311,"Mörike, Eduard",Auf den Arrius,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg228.sj2d.0,12,12,12,dbmdz/german-gpt2,7.5305,6.5832,0.9473,169,
1312,"Mörike, Eduard",Lammwirts Klagelied,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg229.shnn.0,24,4,12,dbmdz/german-gpt2,5.8687,6.124,-0.2553,85,
1313,"Mörike, Eduard",Auftrag,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg230.shpg.0,24,4,12,dbmdz/german-gpt2,6.4312,6.4737,-0.0426,97,
1314,"Mörike, Eduard",Der Tambour,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg231.sh6s.0,20,20,12,dbmdz/german-gpt2,6.1442,6.2828,-0.1386,104,
1315,"Mörike, Eduard",Vogellied,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg232.shx2.0,15,9/6,12,dbmdz/german-gpt2,6.0479,5.9597,0.0882,90,
1316,"Mörike, Eduard",Mausfallen-Sprüchlein,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg233.shqb.0,12,12,12,dbmdz/german-gpt2,6.4378,5.5942,0.8436,87,
1317,"Mörike, Eduard",Unser Fritz,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg234.shph.0,35,7,12,dbmdz/german-gpt2,6.5771,6.6442,-0.0671,86,
1318,"Mörike, Eduard",Der Liebhaber an die heiße Quelle zu B.,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg236.shh0.0,8,4,8,dbmdz/german-gpt2,6.541,5.9525,0.5884,76,
1319,"Mörike, Eduard",Bei einer Trauung,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg237.sh6q.0,8,8,8,dbmdz/german-gpt2,7.8405,6.5902,1.2503,60,
1320,"Mörike, Eduard",Zwei Brüdern ins Album,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg239.shf1.0,4,4,4,dbmdz/german-gpt2,8.2884,6.3004,1.9879,57,
1321,"Mörike, Eduard",2. [Fällt dir vielleicht in späten Tagen],Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg240.shvf.0,21,21,12,dbmdz/german-gpt2,6.7241,6.0614,0.6627,106,
1322,"Mörike, Eduard",Die Visite,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg241.sh7r.0,32,8,12,dbmdz/german-gpt2,6.3583,6.096,0.2623,112,
1323,"Mörike, Eduard",Auf ein Ei geschrieben,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg242.sh9n.0,18,10/4/4,12,dbmdz/german-gpt2,6.0999,5.9503,0.1495,106,
1324,"Mörike, Eduard",Gute Lehre,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg243.shmd.0,24,4,12,dbmdz/german-gpt2,6.3258,6.17,0.1559,102,
1325,"Mörike, Eduard",Selbstgeständnis,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg244.sj1r.0,9,9,9,dbmdz/german-gpt2,6.8662,6.2383,0.628,92,
1326,"Mörike, Eduard",Restauration,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg245.shcz.0,10,10,10,dbmdz/german-gpt2,5.9787,5.6914,0.2874,112,
1327,"Mörike, Eduard",Zur Warnung,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg246.shqs.0,19,7/8/4,12,dbmdz/german-gpt2,6.5429,6.3094,0.2335,113,
1328,"Mörike, Eduard",Alles mit Maß,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg247.shm7.0,13,13,12,dbmdz/german-gpt2,6.1349,5.3555,0.7794,213,
1329,"Mörike, Eduard",Pastoralerfahrung,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg252.shw2.0,10,10,10,dbmdz/german-gpt2,7.0427,6.2579,0.7848,91,
1330,"Mörike, Eduard",Hülfe in der Not,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg253.shq8.0,8,8,8,dbmdz/german-gpt2,5.9392,5.9523,-0.0131,79,
1331,"Mörike, Eduard",Herr Dr. B. und der Dichter,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg254.shcd.0,5,5,5,dbmdz/german-gpt2,6.4735,5.3755,1.098,78,
1332,"Mörike, Eduard",Abschied,Gedichte (Ausgabe 1867),1838.0,False,"Schweizerbart, Stuttgart, 1838 (1st ed.)",Gedichte_(Ausgabe_1867).shr9.0.xml,tg256.shb0.0,24,11/13,12,dbmdz/german-gpt2,6.7333,5.6192,1.1141,138,
1333,"Rilke, Rainer Maria",Eingang,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg13.tbhg.0,12,12,12,dbmdz/german-gpt2,6.3358,5.7579,0.578,121,
1334,"Rilke, Rainer Maria",Aus einem April,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg14.tc2n.0,14,10/4,12,dbmdz/german-gpt2,6.4337,5.7908,0.6428,116,
1335,"Rilke, Rainer Maria",Mondnacht,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg16.tchc.0,8,8,8,dbmdz/german-gpt2,7.5879,6.5514,1.0365,76,
1336,"Rilke, Rainer Maria",Ritter,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg17.tc41.0,19,2/5/12,12,dbmdz/german-gpt2,6.0401,5.8225,0.2176,111,
1337,"Rilke, Rainer Maria",Mädchenmelancholie,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg18.tc10.0,19,2/8/2/7,12,dbmdz/german-gpt2,6.8086,5.2641,1.5446,95,
1338,"Rilke, Rainer Maria",Von den Mädchen,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg20.tbqt.0,12,9/3,12,dbmdz/german-gpt2,6.6195,6.2156,0.4039,88,
1339,"Rilke, Rainer Maria","2. [Mädchen, Dichter sind, die von euch lernen]",Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg21.tc4x.0,24,5/5/5/9,12,dbmdz/german-gpt2,6.6799,5.9922,0.6877,104,
1340,"Rilke, Rainer Maria",Das Lied der Bildsäule,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg22.tcwb.0,18,5/5/8,12,dbmdz/german-gpt2,5.4985,5.2841,0.2144,110,
1341,"Rilke, Rainer Maria",Der Wahnsinn,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg23.td0t.0,24,4/4/4/4/8,12,dbmdz/german-gpt2,4.8644,4.9681,-0.1037,113,
1342,"Rilke, Rainer Maria",Die Liebende,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg24.tbgg.0,15,5/4/6,12,dbmdz/german-gpt2,6.3032,5.9088,0.3944,118,
1343,"Rilke, Rainer Maria",Die Braut,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg25.tczn.0,10,5,10,dbmdz/german-gpt2,6.2396,5.5158,0.7237,82,
1344,"Rilke, Rainer Maria",Die Stille,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg26.tc0t.0,19,8/11,12,dbmdz/german-gpt2,5.8127,4.996,0.8167,119,
1345,"Rilke, Rainer Maria",Musik,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg27.tcpc.0,17,4/4/4/5,12,dbmdz/german-gpt2,6.3047,5.4272,0.8775,143,
1346,"Rilke, Rainer Maria",Die Engel,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg28.tbqc.0,13,4/4/5,12,dbmdz/german-gpt2,6.9585,5.8855,1.0729,92,
1347,"Rilke, Rainer Maria",Der Schutzengel,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg29.tcwf.0,27,8/4/6/9,12,dbmdz/german-gpt2,6.0224,5.4678,0.5546,131,
1348,"Rilke, Rainer Maria",Martyrinnen,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg30.tbh7.0,36,17/2/5/12,12,dbmdz/german-gpt2,6.2602,6.1764,0.0838,125,
1349,"Rilke, Rainer Maria",Die Heilige,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg31.tcqj.0,12,12,12,dbmdz/german-gpt2,6.5956,5.1259,1.4698,125,
1350,"Rilke, Rainer Maria",Kindheit,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg32.tc35.0,33,10/7/8/8,12,dbmdz/german-gpt2,6.6821,6.2286,0.4536,121,
1351,"Rilke, Rainer Maria",Aus einer Kindheit,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg33.tc37.0,13,9/4,12,dbmdz/german-gpt2,6.1992,5.4557,0.7435,134,
1352,"Rilke, Rainer Maria",Der Knabe,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg34.tbrk.0,19,19,12,dbmdz/german-gpt2,6.5339,5.8224,0.7115,128,
1353,"Rilke, Rainer Maria",Die Konfirmanden,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg35.tcn6.0,32,4/4/6/9/5/4,12,dbmdz/german-gpt2,6.2822,6.0145,0.2676,121,
1354,"Rilke, Rainer Maria",Das Abendmahl,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg36.tbfj.0,15,8/7,12,dbmdz/german-gpt2,6.4999,5.9072,0.5927,126,
1355,"Rilke, Rainer Maria",Initiale,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg38.tc8m.0,6,6,6,dbmdz/german-gpt2,6.7316,6.4214,0.3102,53,
1356,"Rilke, Rainer Maria",Zum Einschlafen zu sagen,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg39.tcsm.0,16,16,12,dbmdz/german-gpt2,6.0193,5.1798,0.8395,105,
1357,"Rilke, Rainer Maria",Menschen bei Nacht,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg40.tbwx.0,19,6/13,12,dbmdz/german-gpt2,6.2577,5.6309,0.6269,106,
1358,"Rilke, Rainer Maria",Der Nachbar,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg41.tcsc.0,12,4,12,dbmdz/german-gpt2,6.4679,5.8408,0.6271,100,
1359,"Rilke, Rainer Maria",Pont du Carrousel,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg42.tbw5.0,10,6/4,10,dbmdz/german-gpt2,5.998,5.8606,0.1375,99,
1360,"Rilke, Rainer Maria",Der Einsame,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg43.tbtk.0,12,4,12,dbmdz/german-gpt2,6.4829,6.0827,0.4001,114,
1361,"Rilke, Rainer Maria",Die Aschanti,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg44.tbk1.0,21,3/3/3/3/1/8,12,dbmdz/german-gpt2,6.32,6.0051,0.3149,104,
1362,"Rilke, Rainer Maria",Der Letzte,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg45.tc4j.0,22,22,12,dbmdz/german-gpt2,5.6247,5.4301,0.1947,93,
1363,"Rilke, Rainer Maria",Bangnis,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg46.tcwh.0,12,12,12,dbmdz/german-gpt2,5.7919,5.8233,-0.0313,120,
1364,"Rilke, Rainer Maria",Klage,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg47.tcxf.0,21,21,12,dbmdz/german-gpt2,6.0654,5.4847,0.5807,75,
1365,"Rilke, Rainer Maria",Einsamkeit,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg48.tczj.0,12,5/6/1,12,dbmdz/german-gpt2,5.7917,5.8272,-0.0355,117,
1366,"Rilke, Rainer Maria",Herbsttag,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg49.tc3x.0,12,3/4/5,12,dbmdz/german-gpt2,5.7823,5.6852,0.0971,125,
1367,"Rilke, Rainer Maria",Erinnerung,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg50.tbpg.0,14,5/5/4,12,dbmdz/german-gpt2,5.7864,5.2756,0.5108,104,
1368,"Rilke, Rainer Maria",Ende des Herbstes,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg51.tbmr.0,14,4/5/5,12,dbmdz/german-gpt2,6.4817,5.9218,0.56,83,
1369,"Rilke, Rainer Maria",Herbst,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg52.tcts.0,9,3/2/2/2,9,dbmdz/german-gpt2,6.3223,5.5795,0.7428,90,
1370,"Rilke, Rainer Maria",Am Rande der Nacht,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg53.tcnb.0,21,5/16,12,dbmdz/german-gpt2,7.3533,6.2385,1.1148,88,
1371,"Rilke, Rainer Maria",Gebet,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg54.tbmg.0,16,16,12,dbmdz/german-gpt2,7.0503,6.2923,0.7579,112,
1372,"Rilke, Rainer Maria",Fortschritt,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg55.tbnk.0,9,9,9,dbmdz/german-gpt2,6.8721,5.9847,0.8874,94,
1373,"Rilke, Rainer Maria",Vorgefühl,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg56.tct2.0,9,5/4,9,dbmdz/german-gpt2,5.7005,5.5226,0.1779,106,
1374,"Rilke, Rainer Maria",Sturm,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg57.tbmx.0,20,4/6/4/6,12,dbmdz/german-gpt2,6.575,6.1802,0.3947,89,
1375,"Rilke, Rainer Maria",Abend in Skåne,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg58.tc00.0,22,8/8/6,12,dbmdz/german-gpt2,6.9096,5.8926,1.017,114,
1376,"Rilke, Rainer Maria",Abend,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg59.tc87.0,12,4,12,dbmdz/german-gpt2,6.5122,5.979,0.5333,140,
1377,"Rilke, Rainer Maria",Ernste Stunde,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg60.tcwk.0,12,3,12,dbmdz/german-gpt2,3.5406,3.2332,0.3073,87,
1378,"Rilke, Rainer Maria",Strophen,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg61.tcrq.0,13,7/6,12,dbmdz/german-gpt2,5.0602,5.0944,-0.0342,123,
1379,"Rilke, Rainer Maria",Initiale,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg63.tc85.0,5,5,5,dbmdz/german-gpt2,7.2779,6.0223,1.2556,40,
1380,"Rilke, Rainer Maria",Verkündigung,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg64.tctd.0,41,8/8/8/13/3/1,12,dbmdz/german-gpt2,5.9087,5.2318,0.6769,102,
1381,"Rilke, Rainer Maria",In der Certosa,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg66.tcxz.0,49,7/7/8/3/3/4/6/6/5,12,dbmdz/german-gpt2,6.217,5.9727,0.2443,122,
1382,"Rilke, Rainer Maria",Das jüngste Gericht,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg67.tc4c.0,154,4/12/6/14/14/16/38/13/8/29,12,dbmdz/german-gpt2,6.9676,5.7613,1.2063,112,
1383,"Rilke, Rainer Maria",reitet in der Ukraine,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg68.tc2z.0,98,8/19/51/16/4,12,dbmdz/german-gpt2,6.812,5.888,0.924,93,
1384,"Rilke, Rainer Maria",Der Sohn,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg69.td0p.0,87,5/8/9/30/11/16/8,12,dbmdz/german-gpt2,5.7458,5.1739,0.5719,82,
1385,"Rilke, Rainer Maria",Die Zaren,Das Buch der Bilder,1902.0,False,"Axel Juncker, Berlin, 1902; expanded 1906",Gedichte.tc2m.0.xml,tg71.td14.0,29,6/9/6/6/2,12,dbmdz/german-gpt2,6.3921,5.566,0.8261,132,
