poem_id,poet,poem_title,collection_title,collection_pub_year,collection_pub_year_uncertain,collection_pub_year_note,source_file,tei_id,total_verse_lines,stanza_pattern,lines_used_for_metrics,model,mean_token_surprisal,mean_token_entropy,s2,n_tokens_used,compute_error
1,"Haller, Albrecht von",Ueber eine Hochzeit,Versuch Schweizerischer Gedichte,1732.0,False,"Bern, 1732",Gedichte.phz6.0.xml,tg14.phz7.0,60,10,12,dbmdz/german-gpt2,7.2379,6.502,0.7359,121,
2,"Haller, Albrecht von","Zueignungs-Schrift an den Hochwohlgebornen gnädigen Herrn, Herrn Isaac Steiger, des Standes Bern Schultheißen",Versuch Schweizerischer Gedichte,1732.0,False,"Bern, 1732",Gedichte.phz6.0.xml,tg22.pj19.0,32,4,12,dbmdz/german-gpt2,7.3753,6.6972,0.6781,114,
3,"Haller, Albrecht von",Ueber eben Dieselbe,Versuch Schweizerischer Gedichte,1732.0,False,"Bern, 1732",Gedichte.phz6.0.xml,tg27.pj0r.0,80,8,12,dbmdz/german-gpt2,6.4684,6.4916,-0.0232,113,
4,"Haller, Albrecht von","An Se. Excellenz Herrn Gerlach Adolf v. Münchhausen, Sr. Königl. Majestät von Groß-Britannien und Churfürstl. Durchl. zu Braunschweig-Lüneburg hochbetrauten geheimden Rath, Groß-Vogt zu Celle und königl. hohen Repräsentanten. Bei der Einweihung der Georg-Augustus-Universität, unter fremden Namen",Versuch Schweizerischer Gedichte,1732.0,False,"Bern, 1732",Gedichte.phz6.0.xml,tg29.pj1d.0,88,10/7/4/12/8/25/6/8/8,12,dbmdz/german-gpt2,6.9842,6.2413,0.7429,112,
5,"Haller, Albrecht von",Der Fuchs und die Trauben. Bei Gelegenheit einer Rede des nachwärtigen Herrn Professor in Franeker D.J. Jakob Ritters,Versuch Schweizerischer Gedichte,1732.0,False,"Bern, 1732",Gedichte.phz6.0.xml,tg33.phzd.0,12,10/2,12,dbmdz/german-gpt2,6.2501,5.7582,0.4919,157,
6,"Haller, Albrecht von","Der beste König
                                       
                                       
                                       1",Versuch Schweizerischer Gedichte,1732.0,False,"Bern, 1732",Gedichte.phz6.0.xml,tg34.phww.0,6,6,6,dbmdz/german-gpt2,6.609,6.3172,0.2918,80,
7,"Haller, Albrecht von",Der Fuchs und die andern Thiere,Versuch Schweizerischer Gedichte,1732.0,False,"Bern, 1732",Gedichte.phz6.0.xml,tg35.pj0p.0,10,10,10,dbmdz/german-gpt2,7.3049,6.9002,0.4046,129,
8,"Haller, Albrecht von",Ueberschriften,Versuch Schweizerischer Gedichte,1732.0,False,"Bern, 1732",Gedichte.phz6.0.xml,tg40.phxp.0,4,4,4,dbmdz/german-gpt2,7.4536,6.4877,0.9659,52,
9,"Haller, Albrecht von",2. [Auf diesem Blatt steht Claproths Bild geweihet],Versuch Schweizerischer Gedichte,1732.0,False,"Bern, 1732",Gedichte.phz6.0.xml,tg41.pj0x.0,4,4,4,dbmdz/german-gpt2,6.8322,6.024,0.8083,45,
10,"Haller, Albrecht von","3. [Auf selbst erwählter Bahn sucht, kundig seiner Schuld]",Versuch Schweizerischer Gedichte,1732.0,False,"Bern, 1732",Gedichte.phz6.0.xml,tg42.phxj.0,6,6,6,dbmdz/german-gpt2,6.6791,6.491,0.1881,80,
11,"Haller, Albrecht von","4. [Der Ruhm, der Weise krönt, der um die Helden strahlt]",Versuch Schweizerischer Gedichte,1732.0,False,"Bern, 1732",Gedichte.phz6.0.xml,tg43.phx7.0,8,8,8,dbmdz/german-gpt2,7.2707,6.7533,0.5173,105,
12,"Haller, Albrecht von","5. [Horch! die Trompete schallt, ihr Klang dringt durch das Grab]",Versuch Schweizerischer Gedichte,1732.0,False,"Bern, 1732",Gedichte.phz6.0.xml,tg44.phwb.0,4,4,4,dbmdz/german-gpt2,6.5214,6.28,0.2414,55,
13,"Haller, Albrecht von","6. [Steh still, Helvetier, hier liegt das kühne Heer]",Versuch Schweizerischer Gedichte,1732.0,False,"Bern, 1732",Gedichte.phz6.0.xml,tg45.phzr.0,6,6,6,dbmdz/german-gpt2,7.3586,6.6048,0.7538,78,
14,"Haller, Albrecht von",7. [Wo Russlands breites Reich sich mit der Erde schließet],Versuch Schweizerischer Gedichte,1732.0,False,"Bern, 1732",Gedichte.phz6.0.xml,tg46.pj1g.0,8,8,8,dbmdz/german-gpt2,7.5247,6.7744,0.7503,86,
15,"Haller, Albrecht von",Ueber den Tod der Frau Trillerin,Versuch Schweizerischer Gedichte,1732.0,False,"Bern, 1732",Gedichte.phz6.0.xml,tg48.pj1q.0,12,12,12,dbmdz/german-gpt2,6.8605,6.4327,0.4278,99,
16,"Haller, Albrecht von","Beim Tode der Wohlgebornen Frauen Johanna Maria Ayrerin, geborner Dornfeldin",Versuch Schweizerischer Gedichte,1732.0,False,"Bern, 1732",Gedichte.phz6.0.xml,tg49.phzk.0,14,14,12,dbmdz/german-gpt2,7.0064,6.8358,0.1707,160,
17,"Haller, Albrecht von","geborner Teichmeierin, im Namen seiner Gemahlin",Versuch Schweizerischer Gedichte,1732.0,False,"Bern, 1732",Gedichte.phz6.0.xml,tg50.phwk.0,34,34,12,dbmdz/german-gpt2,6.4092,6.4082,0.0009,156,
18,"Brockes, Barthold Heinrich",Großer Graf!,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg5.krxm.0,6,6,6,dbmdz/german-gpt2,7.4425,6.8176,0.6249,88,
19,"Brockes, Barthold Heinrich",Lieblichkeiten des Frühlings,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg9.ks2r.0,44,44,12,dbmdz/german-gpt2,6.7509,6.6045,0.1464,151,
20,"Brockes, Barthold Heinrich","Die Nachtigall, und derselben Wett-Streit gegen einander",Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg12.ks5z.0,68,28/6/7/22/5,12,dbmdz/german-gpt2,6.9126,6.6458,0.2668,163,
21,"Brockes, Barthold Heinrich",Das unverhoffte Grün,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg14.ks3w.0,73,41/24/4/4,12,dbmdz/german-gpt2,7.2101,6.9864,0.2238,147,
22,"Brockes, Barthold Heinrich",Die Käiser-Krone,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg15.krwk.0,26,6/9/5/6,12,dbmdz/german-gpt2,7.5419,6.6022,0.9396,115,
23,"Brockes, Barthold Heinrich",Der weisse Rosen-Busch,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg17.ks38.0,114,11/10/21/19/8/14/10/9/12,12,dbmdz/german-gpt2,6.8311,6.5242,0.3069,128,
24,"Brockes, Barthold Heinrich","Sir. XLIII, 2.",Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg18.ks5p.0,120,1/27/6/6/5/7/44/14/10,12,dbmdz/german-gpt2,7.262,6.5816,0.6804,161,
25,"Brockes, Barthold Heinrich",Die Muscat-Hyacinthe,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg19.ks0f.0,20,15/1/4,12,dbmdz/german-gpt2,7.238,6.6586,0.5794,142,
26,"Brockes, Barthold Heinrich",Die Trauben-Hyacinthe,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg20.ks4m.0,49,49,12,dbmdz/german-gpt2,7.2177,6.7522,0.4655,97,
27,"Brockes, Barthold Heinrich",Fabel,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg21.krwj.0,37,12/6/13/6,12,dbmdz/german-gpt2,7.0964,6.9664,0.13,131,
28,"Brockes, Barthold Heinrich",Mancherley Vorwürfe der Sinnen,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg22.krz9.0,74,59/11/4,12,dbmdz/german-gpt2,6.0831,5.9884,0.0947,188,
29,"Brockes, Barthold Heinrich",Blühende Pfirschen und Apricosen,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg24.ks9c.0,154,14/11/6/5/14/12/17/13/10/6/2/15/17/6/6,12,dbmdz/german-gpt2,7.102,5.982,1.12,141,
30,"Brockes, Barthold Heinrich",Der Frosch,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg25.krzv.0,36,11/19/2/4,12,dbmdz/german-gpt2,6.8754,6.5092,0.3663,109,
31,"Brockes, Barthold Heinrich",Mops,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg26.ks15.0,14,14,12,dbmdz/german-gpt2,6.6237,6.455,0.1687,185,
32,"Brockes, Barthold Heinrich",Die redende Bluhme,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg27.ks1h.0,52,23/7/11/11,12,dbmdz/german-gpt2,6.1665,5.8603,0.3061,161,
33,"Brockes, Barthold Heinrich",Zufällige Gedancken über zwey nach Grönland abseegelnde Schiffe,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg28.ks2h.0,49,36/13,12,dbmdz/german-gpt2,7.661,6.7305,0.9305,137,
34,"Brockes, Barthold Heinrich","Sir. XLIII, 9.",Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg29.ks1r.0,46,32/14,12,dbmdz/german-gpt2,7.0316,6.6536,0.378,183,
35,"Brockes, Barthold Heinrich",Die himmlische Schrift,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg30.ks71.0,244,8/9/11/21/3/26/17/8/27/16/21/17/15/11/4/8/6/8/2/6,12,dbmdz/german-gpt2,6.4974,6.5421,-0.0447,153,
36,"Brockes, Barthold Heinrich","Ps. CIV, 8.",Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg31.ksb5.0,168,8,12,dbmdz/german-gpt2,6.5288,6.2078,0.321,104,
37,"Brockes, Barthold Heinrich",Ein alter umgeweheter Kirsch-Baum,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg33.ks6s.0,37,16/9/12,12,dbmdz/german-gpt2,6.7505,6.6213,0.1292,121,
38,"Brockes, Barthold Heinrich","Die, durch eine schöne Landschaft in der Luft, vermehrte Schönheit einer irdischen Landschaft",Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg34.ks69.0,126,15/10/7/18/27/4/8/37,12,dbmdz/german-gpt2,6.4504,6.0287,0.4217,149,
39,"Brockes, Barthold Heinrich","Ps. CIV, 12.",Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg35.ks8h.0,280,1/20/29/8/8/14/13/18/11/5/3/12/5/7/5/5/7/5/19/8/26/14/9/5/4/10/9,12,dbmdz/german-gpt2,6.9053,6.4542,0.4511,126,
40,"Brockes, Barthold Heinrich","Hirten-Gedicht. Als der grosse und gelehrte Fürst, Günther, zu Schwartzburg, die Göttlichen Wunder, in Vermehrung des Getraides, von mir betrachtet, verlangte",Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg36.ks45.0,382,22/10/21/34/60/18/26/8/9/14/10/59/61/6/24,12,dbmdz/german-gpt2,7.383,6.7158,0.6672,214,
41,"Brockes, Barthold Heinrich","Garten-Bluhmen, aus blossem Wasser, sonder Erde, gewachsen",Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg37.ks6g.0,150,4/26/13/4/6/22/9/4/39/2/12/9,12,dbmdz/german-gpt2,6.3912,6.262,0.1292,134,
42,"Brockes, Barthold Heinrich",Vermehrung vergnügter Tage,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg39.ks2n.0,34,19/6/3/6,12,dbmdz/german-gpt2,7.2824,6.7242,0.5582,124,
43,"Brockes, Barthold Heinrich","Ps. CXLV, 15. 16.",Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg40.ks9q.0,100,7/11/21/6/41/14,12,dbmdz/german-gpt2,6.5972,6.1734,0.4238,156,
44,"Brockes, Barthold Heinrich",Der Fisch-Teich,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg41.ks8b.0,131,13/8/13/13/11/46/21/6,12,dbmdz/german-gpt2,6.6917,6.6845,0.0072,146,
45,"Brockes, Barthold Heinrich",Der lehrende Schmetterling,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg44.ksbb.0,32,6/14/2/2/8,12,dbmdz/german-gpt2,7.1612,6.5711,0.5902,171,
46,"Brockes, Barthold Heinrich",Das Grosse und Kleine,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg45.ks9v.0,155,13/4/23/21/31/18/31/2/12,12,dbmdz/german-gpt2,7.2502,6.5586,0.6916,132,
47,"Brockes, Barthold Heinrich",Die Allee,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg46.krvm.0,124,41/9/15/17/9/4/3/12/6/8,12,dbmdz/german-gpt2,6.8379,6.6954,0.1425,152,
48,"Brockes, Barthold Heinrich",Betrachtung der Vögel,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg47.krz0.0,260,8/3/11/4/5/31/8/5/10/14/13/30/3/10/12/6/19/12/17/6/26/7,12,dbmdz/german-gpt2,6.5724,6.7495,-0.1771,125,
49,"Brockes, Barthold Heinrich",Belehrendes Gleichniß,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg48.ks3r.0,56,12/6/4/29/5,12,dbmdz/german-gpt2,6.2079,6.5339,-0.3261,125,
50,"Brockes, Barthold Heinrich",Die Mah-Bluhme,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg49.ks3p.0,153,11/4/7/16/6/6/12/6/8/22/7/13/19/11/5,12,dbmdz/german-gpt2,6.7663,7.0068,-0.2404,162,
51,"Brockes, Barthold Heinrich","Job. XXXVII, 5 – 11.",Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg50.ks8x.0,185,29/24/20/11/35/8/13/41/4,12,dbmdz/german-gpt2,7.4797,6.6274,0.8523,173,
52,"Brockes, Barthold Heinrich",Gesang zur Zeit des Ungewitters,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg51.ks2c.0,68,4,12,dbmdz/german-gpt2,6.6233,6.3291,0.2941,179,
53,"Brockes, Barthold Heinrich",Ephemeris,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg52.ks0p.0,12,4,12,dbmdz/german-gpt2,6.6493,6.6453,0.004,148,
54,"Brockes, Barthold Heinrich",Das Eulchen,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg53.ks5j.0,29,23/2/4,12,dbmdz/german-gpt2,6.9392,6.2589,0.6803,139,
55,"Brockes, Barthold Heinrich","Spiel der Natur, in verschiedener Thiere verschiedener Bewegung",Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg54.krwx.0,105,8/65/32,12,dbmdz/german-gpt2,7.5509,6.5774,0.9735,131,
56,"Brockes, Barthold Heinrich",Abschied vom Garten,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg55.ks3h.0,63,12/12/8/31,12,dbmdz/german-gpt2,6.4827,6.2487,0.2339,135,
57,"Brockes, Barthold Heinrich",Der gelbe Mah,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg57.krx6.0,29,29,12,dbmdz/german-gpt2,7.2218,6.3355,0.8863,158,
58,"Brockes, Barthold Heinrich",Der Gold-Käfer,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg58.krzn.0,57,23/13/6/11/4,12,dbmdz/german-gpt2,6.3481,6.4291,-0.081,148,
59,"Brockes, Barthold Heinrich",Hans und Mops,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg59.krz7.0,18,18,12,dbmdz/german-gpt2,6.7283,6.0913,0.637,187,
60,"Brockes, Barthold Heinrich",Roß-Käfer,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg60.ks27.0,71,71,12,dbmdz/german-gpt2,7.3259,6.9564,0.3695,128,
61,"Brockes, Barthold Heinrich",Der verstockte Chrysander,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg61.krz4.0,77,15/10/10/18/11/9/4,12,dbmdz/german-gpt2,7.0808,6.8854,0.1954,136,
62,"Brockes, Barthold Heinrich",Ein fester Vorsatz,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg62.ks7k.0,67,16/12/9/8/16/6,12,dbmdz/german-gpt2,6.6942,6.1071,0.5872,157,
63,"Brockes, Barthold Heinrich",Der Kürbis,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg65.ks1z.0,206,7/17/2/8/10/14/8/10/9/5/11/18/3/10/4/7/12/10/6/7/4/22/2,12,dbmdz/german-gpt2,6.4962,6.441,0.0553,120,
64,"Brockes, Barthold Heinrich",Schmuck der Seele,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg66.ks1m.0,28,18/3/7,12,dbmdz/german-gpt2,6.3252,5.9421,0.3831,97,
65,"Brockes, Barthold Heinrich",Die Welt,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg67.krwq.0,136,4,12,dbmdz/german-gpt2,6.8217,6.6285,0.1932,169,
66,"Brockes, Barthold Heinrich",Die Seifen-Blase,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg68.ks7c.0,62,17/4/7/12/12/10,12,dbmdz/german-gpt2,6.7522,6.6376,0.1146,192,
67,"Brockes, Barthold Heinrich",Die schnelle Veränderung,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg70.ks96.0,176,9/12/23/4/10/13/10/4/6/18/12/11/13/10/12/9,12,dbmdz/german-gpt2,7.1364,6.686,0.4503,126,
68,"Brockes, Barthold Heinrich","Jesaiæ L, 3.",Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg71.ks4q.0,153,1/6/9/8/8/9/17/9/10/17/17/6/8/18/10,12,dbmdz/german-gpt2,7.0573,6.4488,0.6086,153,
69,"Brockes, Barthold Heinrich",Aurikeln im Herbst,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg72.ks1b.0,44,10/7/12/9/6,12,dbmdz/german-gpt2,7.3221,6.6031,0.7189,131,
70,"Brockes, Barthold Heinrich",Zum Herbst: Fabel,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg73.ks08.0,38,10/6/4/14/4,12,dbmdz/german-gpt2,7.3776,6.8738,0.5038,141,
71,"Brockes, Barthold Heinrich",Eine Schüssel mit Früchten,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg74.krzg.0,207,10/8/10/4/8/20/12/29/15/16/9/10/11/6/12/7/6/4/10,12,dbmdz/german-gpt2,7.11,6.3874,0.7226,134,
72,"Brockes, Barthold Heinrich",Samen-Gehäuse,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg75.krwf.0,168,25/143,12,dbmdz/german-gpt2,6.4145,6.4833,-0.0688,175,
73,"Brockes, Barthold Heinrich","Das herrliche Geschöpf des Tockayer-Weins, in einem Hirten-Gedichte, auf gnädigstes Verlangen des Durchlauchtigsten Fürsten und Herrn, Herrn Günthers, Fürsten zu Schwartzburg etc. etc. etc.",Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg77.ks75.0,261,8/10/8/16/8/10/3/9/32/22/10/4/4/7/12/6/9/9/9/11/6/23/4/6/3/6/6,12,dbmdz/german-gpt2,6.6974,6.5467,0.1507,207,
74,"Brockes, Barthold Heinrich",Die wächserne Anatomie,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg78.ks32.0,41,10/6/6/7/4/8,12,dbmdz/german-gpt2,7.0257,6.4647,0.561,157,
75,"Brockes, Barthold Heinrich",Betrachtung wallender Wasser-Wogen,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg79.krxd.0,49,26/14/9,12,dbmdz/german-gpt2,6.4784,6.1752,0.3032,146,
76,"Brockes, Barthold Heinrich",Erbauliche Betrachtung schnell-vergehender Wolcken,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg80.ks4w.0,78,6,12,dbmdz/german-gpt2,6.2135,5.5568,0.6568,126,
77,"Brockes, Barthold Heinrich",Der geschlagene Hund,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg81.ksb8.0,49,49,12,dbmdz/german-gpt2,7.0733,6.4886,0.5847,193,
78,"Brockes, Barthold Heinrich","Joh. XXXVI, 27. 28.",Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg82.krwv.0,112,8,12,dbmdz/german-gpt2,7.3011,6.6748,0.6263,114,
79,"Brockes, Barthold Heinrich",Die Hyacinthe. Als Sein Gärtner Ihm bereits im Jenner einen Blumen-Topf mit schon aufgeblühten Hyacinten brachte,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg84.krxs.0,72,14/14/26/8/10,12,dbmdz/german-gpt2,7.1817,6.67,0.5117,131,
80,"Brockes, Barthold Heinrich",Betrachtung einer sonderbar-schönen Winter-Landschaft,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg85.krx2.0,125,18/4/10/9/16/14/20/5/10/8/11,12,dbmdz/german-gpt2,7.3725,6.5232,0.8493,143,
81,"Brockes, Barthold Heinrich",Winter-Vergnügen im Zimmer,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg86.ks0r.0,54,34/6/10/4,12,dbmdz/german-gpt2,6.6395,6.1621,0.4774,149,
82,"Brockes, Barthold Heinrich",Das Norder-Licht,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg87.ks7r.0,124,8/20/2/5/9/9/18/14/11/4/6/5/5/8,12,dbmdz/german-gpt2,6.4332,5.9481,0.4851,153,
83,"Brockes, Barthold Heinrich",Das Treib-Eis,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg88.ks8d.0,99,8/17/11/16/8/19/8/6/6,12,dbmdz/german-gpt2,6.6579,6.7709,-0.113,152,
84,"Brockes, Barthold Heinrich",Die gefrornen Fenster,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg89.ks8n.0,55,9/11/8/19/8,12,dbmdz/german-gpt2,6.6875,6.3196,0.3679,129,
85,"Brockes, Barthold Heinrich","Sir. XLIII, 1.",Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg90.ks56.0,20,20,12,dbmdz/german-gpt2,7.3608,6.8433,0.5175,172,
86,"Brockes, Barthold Heinrich",Der Zweifel,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg91.ks41.0,145,7/4/36/17/11/12/14/11/15/10/4/4,12,dbmdz/german-gpt2,6.0409,6.0292,0.0117,129,
87,"Brockes, Barthold Heinrich",Sinnreiche Bestrafung der Unachtsamkeit,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg92.krw6.0,20,5/9/6,12,dbmdz/german-gpt2,7.4814,6.6699,0.8115,144,
88,"Brockes, Barthold Heinrich",Gottes Allgegenwart,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg94.ks00.0,50,10/4/4/4/4/4/4/4/4/4/4,12,dbmdz/german-gpt2,5.6036,5.7075,-0.1039,111,
89,"Brockes, Barthold Heinrich",Die Welt ist allezeit schön,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg95.krzc.0,10,2,10,dbmdz/german-gpt2,6.6997,6.0835,0.6161,102,
90,"Brockes, Barthold Heinrich",Gottes Grösse,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg96.ks64.0,112,8,12,dbmdz/german-gpt2,7.0752,6.4256,0.6496,97,
91,"Brockes, Barthold Heinrich","Der Tag, der gestern vergangen",Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg97.ks6h.0,20,14/6,12,dbmdz/german-gpt2,7.1069,6.5073,0.5997,188,
